Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Wheel Diameter (product.metafields.custom.wheel_diameter),Wheel Width (product.metafields.custom.wheel_width),Hub (product.metafields.custom.hub),Size (product.metafields.global.size),Bolt Pattern (product.metafields.global.bolt_pattern),Offset (product.metafields.global.offset),Bolt Pattern 2 (product.metafields.custom.bolt_pattern_2),Backspace (product.metafields.custom.backspace),Color (product.metafields.custom.color),Wheel Model (product.metafields.custom.wheel_model),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
701-bahia-blue-mr70157051615,Method 701 15x7 5x100 15mm Bahia Blue MR70157051615,"
    
    <h3>Wheel Specifications</h3>
    <table border=""1"" style=""border-collapse:collapse;width:100%""><tbody>
      <tr>
<td><strong>Brand</strong></td>
<td>Method</td>
</tr>
      <tr>
<td><strong>Model</strong></td>
<td>MR701 Bead Grip</td>
</tr>
      <tr>
<td><strong>Finish</strong></td>
<td>BAHIA BLUE</td>
</tr>
      <tr>
<td><strong>Diameter</strong></td>
<td>15</td>
</tr>
      <tr>
<td><strong>Width</strong></td>
<td>7</td>
</tr>
      <tr>
<td><strong>Lug Count</strong></td>
<td>5</td>
</tr>
      <tr>
<td><strong>Bolt Pattern</strong></td>
<td>5x100</td>
</tr>
      <tr>
<td><strong>Offset</strong></td>
<td>15</td>
</tr>
      <tr>
<td><strong>Center Bore</strong></td>
<td>56.1</td>
</tr>
      <tr>
<td><strong>Loading Rating</strong></td>
<td>2100</td>
</tr>
      <tr>
<td><strong>Structure</strong></td>
<td>1-Piece</td>
</tr>
      <tr>
<td><strong>Part Number</strong></td>
<td>MR70157051615</td>
</tr>
    </tbody></table>
  ",METHOD RACE WHEELS,,"15"" Wheels","#laborday2022INFfilter, 15-diameter, 16-diameter, 17-diameter, 18-diameter, 2022SENDIT, 2023labordaywheels, 5x100-bolt-pattern, 5x108-bolt-pattern, 5x120-bolt-pattern, 5x150-bolt-pattern, 5x5-bolt-pattern, 5x5.5-bolt-pattern, 6.5-width, 6x135-bolt-pattern, 6x180-bolt-pattern, 6x5.5-bolt-pattern, 7-width, 7.5-width, 8-width, 8.5-width, 8x6.5-bolt-pattern, 9-width, Bahia Blue, BLUE, bolt-pattern-5x100, bolt-pattern-5x108, bolt-pattern-5x120, bolt-pattern-5x150, bolt-pattern-5x5, bolt-pattern-5x5.5, bolt-pattern-6x135, bolt-pattern-6x180, bolt-pattern-6x5.5, bolt-pattern-8x6.5, Discontinued, FINALPRICE, Method, Method Offroad Wheels, Method Race Wheels, Method Wheels, Methods, MR701, mrw, negative-12, Non Beadlock, NOTCLOSEOUTFILTER, Offroad Wheels, positive-0, positive-15, positive-18, positive-25, positive-30, positive-90, rim, rims, SORT-AUTO, SORT-BLUE, spo-default, spo-disabled, transit, transit van, wheel, WHEELONLYSALEFILTER, Wheels",TRUE,Size,15x7,Bolt Pattern,5x100,Offset,15,MR70157051615,19.55,shopify,0,DENY,manual,272,,Yes,Yes,1.92E+11,https://cdn.shopify.com/s/files/1/0065/0048/3116/products/method-mr701-wheel-5lug-bahia-blue-17x8-5-1000_V2.jpg?v=1694802903,1,Method 701 15x7 5x100 15mm Bahia Blue MR70157051615,FALSE,,,15,7,56.1,15x7,5x100,15,"[""5x100""]",4.6,"[""Blue""]",MR701,,lb,,167.3,,,,DRAFT
701-bahia-blue-mr70166568690,Method 701 16x6.5 6x180 90mm Bahia Blue MR70166568690,"
    
    <h3>Wheel Specifications</h3>
    <table border=""1"" style=""border-collapse:collapse;width:100%""><tbody>
      <tr>
<td><strong>Brand</strong></td>
<td>Method</td>
</tr>
      <tr>
<td><strong>Model</strong></td>
<td>MR701 Bead Grip</td>
</tr>
      <tr>
<td><strong>Finish</strong></td>
<td>BAHIA BLUE</td>
</tr>
      <tr>
<td><strong>Diameter</strong></td>
<td>16</td>
</tr>
      <tr>
<td><strong>Width</strong></td>
<td>6.5</td>
</tr>
      <tr>
<td><strong>Lug Count</strong></td>
<td>6</td>
</tr>
      <tr>
<td><strong>Bolt Pattern</strong></td>
<td>6x180</td>
</tr>
      <tr>
<td><strong>Offset</strong></td>
<td>90</td>
</tr>
      <tr>
<td><strong>Center Bore</strong></td>
<td>138.9</td>
</tr>
      <tr>
<td><strong>Loading Rating</strong></td>
<td>3300</td>
</tr>
      <tr>
<td><strong>Structure</strong></td>
<td>1-Piece</td>
</tr>
      <tr>
<td><strong>Part Number</strong></td>
<td>MR70166568690</td>
</tr>
    </tbody></table>
  ",METHOD RACE WHEELS,,"16"" Wheels","#laborday2022INFfilter, 15-diameter, 16-diameter, 17-diameter, 18-diameter, 2022SENDIT, 2023labordaywheels, 5x100-bolt-pattern, 5x108-bolt-pattern, 5x120-bolt-pattern, 5x150-bolt-pattern, 5x5-bolt-pattern, 5x5.5-bolt-pattern, 6.5-width, 6x135-bolt-pattern, 6x180-bolt-pattern, 6x5.5-bolt-pattern, 7-width, 7.5-width, 8-width, 8.5-width, 8x6.5-bolt-pattern, 9-width, Bahia Blue, BLUE, bolt-pattern-5x100, bolt-pattern-5x108, bolt-pattern-5x120, bolt-pattern-5x150, bolt-pattern-5x5, bolt-pattern-5x5.5, bolt-pattern-6x135, bolt-pattern-6x180, bolt-pattern-6x5.5, bolt-pattern-8x6.5, Discontinued, FINALPRICE, Method, Method Offroad Wheels, Method Race Wheels, Method Wheels, Methods, MR701, mrw, negative-12, Non Beadlock, NOTCLOSEOUTFILTER, Offroad Wheels, positive-0, positive-15, positive-18, positive-25, positive-30, positive-90, rim, rims, SORT-AUTO, SORT-BLUE, spo-default, spo-disabled, transit, transit van, wheel, WHEELONLYSALEFILTER, Wheels",TRUE,Size,16x6.5,Bolt Pattern,6x180,Offset,90,MR70166568690,24.03,shopify,0,DENY,manual,289,,Yes,Yes,1.92E+11,https://cdn.shopify.com/s/files/1/0065/0048/3116/products/method-mr701-wheel-6lug-blue-17x8-5-1000_V2.jpg?v=1694802899,1,Method 701 16x6.5 6x180 90mm Bahia Blue MR70166568690,FALSE,,,16,6.5,138.9,16x6.5,6x180,90,"[""6x180""]",7.29,"[""Blue""]",MR701,,lb,,202.3,,,,DRAFT
701-bahia-blue-mr70168060600,Method 701 16x8 6x139.7 (6x5.5) 0mm Bahia Blue MR70168060600,"
    
    <h3>Wheel Specifications</h3>
    <table border=""1"" style=""border-collapse:collapse;width:100%""><tbody>
      <tr>
<td><strong>Brand</strong></td>
<td>Method</td>
</tr>
      <tr>
<td><strong>Model</strong></td>
<td>MR701 Bead Grip</td>
</tr>
      <tr>
<td><strong>Finish</strong></td>
<td>BAHIA BLUE</td>
</tr>
      <tr>
<td><strong>Diameter</strong></td>
<td>16</td>
</tr>
      <tr>
<td><strong>Width</strong></td>
<td>8</td>
</tr>
      <tr>
<td><strong>Lug Count</strong></td>
<td>6</td>
</tr>
      <tr>
<td><strong>Bolt Pattern</strong></td>
<td>6x139.7 (6x5.5)</td>
</tr>
      <tr>
<td><strong>Offset</strong></td>
<td>0</td>
</tr>
      <tr>
<td><strong>Center Bore</strong></td>
<td>106.25</td>
</tr>
      <tr>
<td><strong>Loading Rating</strong></td>
<td>2650</td>
</tr>
      <tr>
<td><strong>Structure</strong></td>
<td>1-Piece</td>
</tr>
      <tr>
<td><strong>Part Number</strong></td>
<td>MR70168060600</td>
</tr>
    </tbody></table>
  ",METHOD RACE WHEELS,,"16"" Wheels","#laborday2022INFfilter, 15-diameter, 16-diameter, 17-diameter, 18-diameter, 2022SENDIT, 2023labordaywheels, 5x100-bolt-pattern, 5x108-bolt-pattern, 5x120-bolt-pattern, 5x150-bolt-pattern, 5x5-bolt-pattern, 5x5.5-bolt-pattern, 6.5-width, 6x135-bolt-pattern, 6x180-bolt-pattern, 6x5.5-bolt-pattern, 7-width, 7.5-width, 8-width, 8.5-width, 8x6.5-bolt-pattern, 9-width, Bahia Blue, BLUE, bolt-pattern-5x100, bolt-pattern-5x108, bolt-pattern-5x120, bolt-pattern-5x150, bolt-pattern-5x5, bolt-pattern-5x5.5, bolt-pattern-6x135, bolt-pattern-6x180, bolt-pattern-6x5.5, bolt-pattern-8x6.5, Discontinued, FINALPRICE, Method, Method Offroad Wheels, Method Race Wheels, Method Wheels, Methods, MR701, mrw, negative-12, Non Beadlock, NOTCLOSEOUTFILTER, Offroad Wheels, positive-0, positive-15, positive-18, positive-25, positive-30, positive-90, rim, rims, SORT-AUTO, SORT-BLUE, spo-default, spo-disabled, transit, transit van, wheel, WHEELONLYSALEFILTER, Wheels",TRUE,Size,16x8,Bolt Pattern,6x139.7,Offset,0,MR70168060600,26.46,shopify,0,DENY,manual,345,,Yes,Yes,1.92E+11,https://cdn.shopify.com/s/files/1/0065/0048/3116/products/method-mr701-wheel-6lug-blue-17x8-5-1000_V2.jpg?v=1694802899,1,Method 701 16x8 6x139.7 (6x5.5) 0mm Bahia Blue MR70168060600,FALSE,,,16,8,106.25,16x8,6x139.7,0,"[""6x139.7""]",4.5,"[""Blue""]",MR701,,lb,,209.3,,,,DRAFT
701-bahia-blue-mr70178550600,Method 701 17x8.5 5x127 (5x5) 0mm Bahia Blue MR70178550600,"
    
    <h3>Wheel Specifications</h3>
    <table border=""1"" style=""border-collapse:collapse;width:100%""><tbody>
      <tr>
<td><strong>Brand</strong></td>
<td>Method</td>
</tr>
      <tr>
<td><strong>Model</strong></td>
<td>MR701 Bead Grip</td>
</tr>
      <tr>
<td><strong>Finish</strong></td>
<td>BAHIA BLUE</td>
</tr>
      <tr>
<td><strong>Diameter</strong></td>
<td>17</td>
</tr>
      <tr>
<td><strong>Width</strong></td>
<td>8.5</td>
</tr>
      <tr>
<td><strong>Lug Count</strong></td>
<td>5</td>
</tr>
      <tr>
<td><strong>Bolt Pattern</strong></td>
<td>5x127 (5x5)</td>
</tr>
      <tr>
<td><strong>Offset</strong></td>
<td>0</td>
</tr>
      <tr>
<td><strong>Center Bore</strong></td>
<td>71.5</td>
</tr>
      <tr>
<td><strong>Loading Rating</strong></td>
<td>2650</td>
</tr>
      <tr>
<td><strong>Structure</strong></td>
<td>1-Piece</td>
</tr>
      <tr>
<td><strong>Part Number</strong></td>
<td>MR70178550600</td>
</tr>
    </tbody></table>
  ",METHOD RACE WHEELS,,"17"" Wheels","#laborday2022INFfilter, 15-diameter, 16-diameter, 17-diameter, 18-diameter, 2022SENDIT, 2023labordaywheels, 5x100-bolt-pattern, 5x108-bolt-pattern, 5x120-bolt-pattern, 5x150-bolt-pattern, 5x5-bolt-pattern, 5x5.5-bolt-pattern, 6.5-width, 6x135-bolt-pattern, 6x180-bolt-pattern, 6x5.5-bolt-pattern, 7-width, 7.5-width, 8-width, 8.5-width, 8x6.5-bolt-pattern, 9-width, Bahia Blue, BLUE, bolt-pattern-5x100, bolt-pattern-5x108, bolt-pattern-5x120, bolt-pattern-5x150, bolt-pattern-5x5, bolt-pattern-5x5.5, bolt-pattern-6x135, bolt-pattern-6x180, bolt-pattern-6x5.5, bolt-pattern-8x6.5, Discontinued, FINALPRICE, Method, Method Offroad Wheels, Method Race Wheels, Method Wheels, Methods, MR701, mrw, negative-12, Non Beadlock, NOTCLOSEOUTFILTER, Offroad Wheels, positive-0, positive-15, positive-18, positive-25, positive-30, positive-90, rim, rims, SORT-AUTO, SORT-BLUE, spo-default, spo-disabled, transit, transit van, wheel, WHEELONLYSALEFILTER, Wheels",TRUE,Size,17x8.5,Bolt Pattern,5x127,Offset,0,MR70178550600,31.69,shopify,0,DENY,manual,319,,Yes,Yes,1.92E+11,https://cdn.shopify.com/s/files/1/0065/0048/3116/products/method-mr701-wheel-5lug-bahia-blue-17x8-5-1000_V2.jpg?v=1694802903,1,Method 701 17x8.5 5x127 (5x5) 0mm Bahia Blue MR70178550600,FALSE,,,17,8.5,71.5,17x8.5,5x127,0,"[""5x127""]",4.75,"[""Blue""]",MR701,,lb,,223.3,,,,DRAFT
701-bahia-blue-mr70178516600,Method 701 17x8.5 6x135 0mm Bahia Blue MR70178516600,"
    
    <h3>Wheel Specifications</h3>
    <table border=""1"" style=""border-collapse:collapse;width:100%""><tbody>
      <tr>
<td><strong>Brand</strong></td>
<td>Method</td>
</tr>
      <tr>
<td><strong>Model</strong></td>
<td>MR701 Bead Grip</td>
</tr>
      <tr>
<td><strong>Finish</strong></td>
<td>BAHIA BLUE</td>
</tr>
      <tr>
<td><strong>Diameter</strong></td>
<td>17</td>
</tr>
      <tr>
<td><strong>Width</strong></td>
<td>8.5</td>
</tr>
      <tr>
<td><strong>Lug Count</strong></td>
<td>6</td>
</tr>
      <tr>
<td><strong>Bolt Pattern</strong></td>
<td>6x135</td>
</tr>
      <tr>
<td><strong>Offset</strong></td>
<td>0</td>
</tr>
      <tr>
<td><strong>Center Bore</strong></td>
<td>87</td>
</tr>
      <tr>
<td><strong>Loading Rating</strong></td>
<td>2650</td>
</tr>
      <tr>
<td><strong>Structure</strong></td>
<td>1-Piece</td>
</tr>
      <tr>
<td><strong>Part Number</strong></td>
<td>MR70178516600</td>
</tr>
    </tbody></table>
  ",METHOD RACE WHEELS,,"17"" Wheels","#laborday2022INFfilter, 15-diameter, 16-diameter, 17-diameter, 18-diameter, 2022SENDIT, 2023labordaywheels, 5x100-bolt-pattern, 5x108-bolt-pattern, 5x120-bolt-pattern, 5x150-bolt-pattern, 5x5-bolt-pattern, 5x5.5-bolt-pattern, 6.5-width, 6x135-bolt-pattern, 6x180-bolt-pattern, 6x5.5-bolt-pattern, 7-width, 7.5-width, 8-width, 8.5-width, 8x6.5-bolt-pattern, 9-width, Bahia Blue, BLUE, bolt-pattern-5x100, bolt-pattern-5x108, bolt-pattern-5x120, bolt-pattern-5x150, bolt-pattern-5x5, bolt-pattern-5x5.5, bolt-pattern-6x135, bolt-pattern-6x180, bolt-pattern-6x5.5, bolt-pattern-8x6.5, Discontinued, FINALPRICE, Method, Method Offroad Wheels, Method Race Wheels, Method Wheels, Methods, MR701, mrw, negative-12, Non Beadlock, NOTCLOSEOUTFILTER, Offroad Wheels, positive-0, positive-15, positive-18, positive-25, positive-30, positive-90, rim, rims, SORT-AUTO, SORT-BLUE, spo-default, spo-disabled, transit, transit van, wheel, WHEELONLYSALEFILTER, Wheels",TRUE,Size,17x8.5,Bolt Pattern,6x135,Offset,0,MR70178516600,31.82,shopify,0,DENY,manual,319,,Yes,Yes,1.92E+11,https://cdn.shopify.com/s/files/1/0065/0048/3116/products/method-mr701-wheel-6lug-blue-17x8-5-1000_V2.jpg?v=1694802899,1,Method 701 17x8.5 6x135 0mm Bahia Blue MR70178516600,FALSE,,,17,8.5,87,17x8.5,6x135,0,"[""6x135""]",4.75,"[""Blue""]",MR701,,lb,,223.3,,,,DRAFT
701-bahia-blue-mr70178560600,Method 701 17x8.5 6x139.7 (6x5.5) 0mm Bahia Blue MR70178560600,"
    
    <h3>Wheel Specifications</h3>
    <table border=""1"" style=""border-collapse:collapse;width:100%""><tbody>
      <tr>
<td><strong>Brand</strong></td>
<td>Method</td>
</tr>
      <tr>
<td><strong>Model</strong></td>
<td>MR701 Bead Grip</td>
</tr>
      <tr>
<td><strong>Finish</strong></td>
<td>BAHIA BLUE</td>
</tr>
      <tr>
<td><strong>Diameter</strong></td>
<td>17</td>
</tr>
      <tr>
<td><strong>Width</strong></td>
<td>8.5</td>
</tr>
      <tr>
<td><strong>Lug Count</strong></td>
<td>6</td>
</tr>
      <tr>
<td><strong>Bolt Pattern</strong></td>
<td>6x139.7 (6x5.5)</td>
</tr>
      <tr>
<td><strong>Offset</strong></td>
<td>0</td>
</tr>
      <tr>
<td><strong>Center Bore</strong></td>
<td>106.25</td>
</tr>
      <tr>
<td><strong>Loading Rating</strong></td>
<td>2650</td>
</tr>
      <tr>
<td><strong>Structure</strong></td>
<td>1-Piece</td>
</tr>
      <tr>
<td><strong>Part Number</strong></td>
<td>MR70178560600</td>
</tr>
    </tbody></table>
  ",METHOD RACE WHEELS,,"17"" Wheels","#laborday2022INFfilter, 15-diameter, 16-diameter, 17-diameter, 18-diameter, 2022SENDIT, 2023labordaywheels, 5x100-bolt-pattern, 5x108-bolt-pattern, 5x120-bolt-pattern, 5x150-bolt-pattern, 5x5-bolt-pattern, 5x5.5-bolt-pattern, 6.5-width, 6x135-bolt-pattern, 6x180-bolt-pattern, 6x5.5-bolt-pattern, 7-width, 7.5-width, 8-width, 8.5-width, 8x6.5-bolt-pattern, 9-width, Bahia Blue, BLUE, bolt-pattern-5x100, bolt-pattern-5x108, bolt-pattern-5x120, bolt-pattern-5x150, bolt-pattern-5x5, bolt-pattern-5x5.5, bolt-pattern-6x135, bolt-pattern-6x180, bolt-pattern-6x5.5, bolt-pattern-8x6.5, Discontinued, FINALPRICE, Method, Method Offroad Wheels, Method Race Wheels, Method Wheels, Methods, MR701, mrw, negative-12, Non Beadlock, NOTCLOSEOUTFILTER, Offroad Wheels, positive-0, positive-15, positive-18, positive-25, positive-30, positive-90, rim, rims, SORT-AUTO, SORT-BLUE, spo-default, spo-disabled, transit, transit van, wheel, WHEELONLYSALEFILTER, Wheels",TRUE,Size,17x8.5,Bolt Pattern,6x139.7,Offset,0,MR70178560600,30.64,shopify,0,DENY,manual,366,,Yes,Yes,1.92E+11,https://cdn.shopify.com/s/files/1/0065/0048/3116/products/method-mr701-wheel-6lug-blue-17x8-5-1000_V2.jpg?v=1694802899,1,Method 701 17x8.5 6x139.7 (6x5.5) 0mm Bahia Blue MR70178560600,FALSE,,,17,8.5,106.25,17x8.5,6x139.7,0,"[""6x139.7""]",4.75,"[""Blue""]",MR701,,lb,,256.2,,,,DRAFT
701-bahia-blue-mr70179050612n,Method 701 17x9 5x127 (5x5) -12mm Bahia Blue MR70179050612N,"
    
    <h3>Wheel Specifications</h3>
    <table border=""1"" style=""border-collapse:collapse;width:100%""><tbody>
      <tr>
<td><strong>Brand</strong></td>
<td>Method</td>
</tr>
      <tr>
<td><strong>Model</strong></td>
<td>MR701 Bead Grip</td>
</tr>
      <tr>
<td><strong>Finish</strong></td>
<td>BAHIA BLUE</td>
</tr>
      <tr>
<td><strong>Diameter</strong></td>
<td>17</td>
</tr>
      <tr>
<td><strong>Width</strong></td>
<td>9</td>
</tr>
      <tr>
<td><strong>Lug Count</strong></td>
<td>5</td>
</tr>
      <tr>
<td><strong>Bolt Pattern</strong></td>
<td>5x127 (5x5)</td>
</tr>
      <tr>
<td><strong>Offset</strong></td>
<td>-12</td>
</tr>
      <tr>
<td><strong>Center Bore</strong></td>
<td>71.5</td>
</tr>
      <tr>
<td><strong>Loading Rating</strong></td>
<td>2650</td>
</tr>
      <tr>
<td><strong>Structure</strong></td>
<td>1-Piece</td>
</tr>
      <tr>
<td><strong>Part Number</strong></td>
<td>MR70179050612N</td>
</tr>
    </tbody></table>
  ",METHOD RACE WHEELS,,"17"" Wheels","#laborday2022INFfilter, 15-diameter, 16-diameter, 17-diameter, 18-diameter, 2022SENDIT, 2023labordaywheels, 5x100-bolt-pattern, 5x108-bolt-pattern, 5x120-bolt-pattern, 5x150-bolt-pattern, 5x5-bolt-pattern, 5x5.5-bolt-pattern, 6.5-width, 6x135-bolt-pattern, 6x180-bolt-pattern, 6x5.5-bolt-pattern, 7-width, 7.5-width, 8-width, 8.5-width, 8x6.5-bolt-pattern, 9-width, Bahia Blue, BLUE, bolt-pattern-5x100, bolt-pattern-5x108, bolt-pattern-5x120, bolt-pattern-5x150, bolt-pattern-5x5, bolt-pattern-5x5.5, bolt-pattern-6x135, bolt-pattern-6x180, bolt-pattern-6x5.5, bolt-pattern-8x6.5, Discontinued, FINALPRICE, Method, Method Offroad Wheels, Method Race Wheels, Method Wheels, Methods, MR701, mrw, negative-12, Non Beadlock, NOTCLOSEOUTFILTER, Offroad Wheels, positive-0, positive-15, positive-18, positive-25, positive-30, positive-90, rim, rims, SORT-AUTO, SORT-BLUE, spo-default, spo-disabled, transit, transit van, wheel, WHEELONLYSALEFILTER, Wheels",TRUE,Size,17x9,Bolt Pattern,5x127,Offset,-12,MR70179050612N,32.78,shopify,0,DENY,manual,387,,Yes,Yes,1.92E+11,https://cdn.shopify.com/s/files/1/0065/0048/3116/products/method-mr701-wheel-5lug-bahia-blue-17x8-5-1000_V2.jpg?v=1694802903,1,Method 701 17x9 5x127 (5x5) -12mm Bahia Blue MR70179050612N,FALSE,,,17,9,71.5,17x9,5x127,-12,"[""5x127""]",4.6,"[""Blue""]",MR701,,lb,,270.9,,,,DRAFT
701-bahia-blue-mr70179060612n,Method 701 17x9 6x139.7 (6x5.5) -12mm Bahia Blue MR70179060612N,"
    
    <h3>Wheel Specifications</h3>
    <table border=""1"" style=""border-collapse:collapse;width:100%""><tbody>
      <tr>
<td><strong>Brand</strong></td>
<td>Method</td>
</tr>
      <tr>
<td><strong>Model</strong></td>
<td>MR701 Bead Grip</td>
</tr>
      <tr>
<td><strong>Finish</strong></td>
<td>BAHIA BLUE</td>
</tr>
      <tr>
<td><strong>Diameter</strong></td>
<td>17</td>
</tr>
      <tr>
<td><strong>Width</strong></td>
<td>9</td>
</tr>
      <tr>
<td><strong>Lug Count</strong></td>
<td>6</td>
</tr>
      <tr>
<td><strong>Bolt Pattern</strong></td>
<td>6x139.7 (6x5.5)</td>
</tr>
      <tr>
<td><strong>Offset</strong></td>
<td>-12</td>
</tr>
      <tr>
<td><strong>Center Bore</strong></td>
<td>106.25</td>
</tr>
      <tr>
<td><strong>Loading Rating</strong></td>
<td>2650</td>
</tr>
      <tr>
<td><strong>Structure</strong></td>
<td>1-Piece</td>
</tr>
      <tr>
<td><strong>Part Number</strong></td>
<td>MR70179060612N</td>
</tr>
    </tbody></table>
  ",METHOD RACE WHEELS,,"17"" Wheels","#laborday2022INFfilter, 15-diameter, 16-diameter, 17-diameter, 18-diameter, 2022SENDIT, 2023labordaywheels, 5x100-bolt-pattern, 5x108-bolt-pattern, 5x120-bolt-pattern, 5x150-bolt-pattern, 5x5-bolt-pattern, 5x5.5-bolt-pattern, 6.5-width, 6x135-bolt-pattern, 6x180-bolt-pattern, 6x5.5-bolt-pattern, 7-width, 7.5-width, 8-width, 8.5-width, 8x6.5-bolt-pattern, 9-width, Bahia Blue, BLUE, bolt-pattern-5x100, bolt-pattern-5x108, bolt-pattern-5x120, bolt-pattern-5x150, bolt-pattern-5x5, bolt-pattern-5x5.5, bolt-pattern-6x135, bolt-pattern-6x180, bolt-pattern-6x5.5, bolt-pattern-8x6.5, Discontinued, FINALPRICE, Method, Method Offroad Wheels, Method Race Wheels, Method Wheels, Methods, MR701, mrw, negative-12, Non Beadlock, NOTCLOSEOUTFILTER, Offroad Wheels, positive-0, positive-15, positive-18, positive-25, positive-30, positive-90, rim, rims, SORT-AUTO, SORT-BLUE, spo-default, spo-disabled, transit, transit van, wheel, WHEELONLYSALEFILTER, Wheels",TRUE,Size,17x9,Bolt Pattern,6x139.7,Offset,-12,MR70179060612N,31.97,shopify,0,DENY,manual,387,,Yes,Yes,1.92E+11,https://cdn.shopify.com/s/files/1/0065/0048/3116/products/method-mr701-wheel-6lug-blue-17x8-5-1000_V2.jpg?v=1694802899,1,Method 701 17x9 6x139.7 (6x5.5) -12mm Bahia Blue MR70179060612N,FALSE,,,17,9,106.25,17x9,6x139.7,-12,"[""6x139.7""]",4.6,"[""Blue""]",MR701,,lb,,270.9,,,,DRAFT
701-bahia-blue-mr70189058625,Method 701 18x9 5x150 25mm Bahia Blue MR70189058625,"
    
    <h3>Wheel Specifications</h3>
    <table border=""1"" style=""border-collapse:collapse;width:100%""><tbody>
      <tr>
<td><strong>Brand</strong></td>
<td>Method</td>
</tr>
      <tr>
<td><strong>Model</strong></td>
<td>MR701 Bead Grip</td>
</tr>
      <tr>
<td><strong>Finish</strong></td>
<td>BAHIA BLUE</td>
</tr>
      <tr>
<td><strong>Diameter</strong></td>
<td>18</td>
</tr>
      <tr>
<td><strong>Width</strong></td>
<td>9</td>
</tr>
      <tr>
<td><strong>Lug Count</strong></td>
<td>5</td>
</tr>
      <tr>
<td><strong>Bolt Pattern</strong></td>
<td>5x150</td>
</tr>
      <tr>
<td><strong>Offset</strong></td>
<td>25</td>
</tr>
      <tr>
<td><strong>Center Bore</strong></td>
<td>110.5</td>
</tr>
      <tr>
<td><strong>Loading Rating</strong></td>
<td>2650</td>
</tr>
      <tr>
<td><strong>Structure</strong></td>
<td>1-Piece</td>
</tr>
      <tr>
<td><strong>Part Number</strong></td>
<td>MR70189058625</td>
</tr>
    </tbody></table>
  ",METHOD RACE WHEELS,,"18"" Wheels","#laborday2022INFfilter, 15-diameter, 16-diameter, 17-diameter, 18-diameter, 2022SENDIT, 2023labordaywheels, 5x100-bolt-pattern, 5x108-bolt-pattern, 5x120-bolt-pattern, 5x150-bolt-pattern, 5x5-bolt-pattern, 5x5.5-bolt-pattern, 6.5-width, 6x135-bolt-pattern, 6x180-bolt-pattern, 6x5.5-bolt-pattern, 7-width, 7.5-width, 8-width, 8.5-width, 8x6.5-bolt-pattern, 9-width, Bahia Blue, BLUE, bolt-pattern-5x100, bolt-pattern-5x108, bolt-pattern-5x120, bolt-pattern-5x150, bolt-pattern-5x5, bolt-pattern-5x5.5, bolt-pattern-6x135, bolt-pattern-6x180, bolt-pattern-6x5.5, bolt-pattern-8x6.5, Discontinued, FINALPRICE, Method, Method Offroad Wheels, Method Race Wheels, Method Wheels, Methods, MR701, mrw, negative-12, Non Beadlock, NOTCLOSEOUTFILTER, Offroad Wheels, positive-0, positive-15, positive-18, positive-25, positive-30, positive-90, rim, rims, SORT-AUTO, SORT-BLUE, spo-default, spo-disabled, transit, transit van, wheel, WHEELONLYSALEFILTER, Wheels",TRUE,Size,18x9,Bolt Pattern,5x150,Offset,25,MR70189058625,31.27,shopify,0,DENY,manual,379,,Yes,Yes,1.92E+11,https://cdn.shopify.com/s/files/1/0065/0048/3116/products/method-mr701-wheel-5lug-bahia-blue-17x8-5-1000_V2.jpg?v=1694802903,1,Method 701 18x9 5x150 25mm Bahia Blue MR70189058625,FALSE,,,18,9,110.5,18x9,5x150,25,"[""5x150""]",6,"[""Blue""]",MR701,,lb,,265.3,,,,DRAFT
